,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Clusters
0,-1.6865201056119088,-1.0889739698499354,0.4593136468573249,0.6972216158859836,0.06420193872996696,0.0829367442254121,0.8220288373185717,-0.05778232538277351,3
1,-1.1503335013710405,2.487790387966925,0.6220419257835286,-0.09730578408212592,0.7133201098144478,-1.0654874338573481,-0.3448786596092031,0.12661702750123421,2
2,0.9617808966237757,-0.39343173224936856,0.03957732311101331,1.2762832788112857,-2.1072302995058507,-0.41293577492218964,-1.592978240160122,-0.0949498249459852,3
3,-0.9135544780997996,-0.03699466798629083,1.533937900317797,1.05820280092607,0.21421056116526227,-0.1960148617120815,-0.22484511540681093,-0.7754083067029829,3
4,-1.600294417958913,-0.6995651340561527,0.29525748650066386,1.0459815407451611,-0.4260779777522419,0.07720913237265331,0.7061742502837588,0.18497935670446633,3
5,0.25262724386632085,-0.7794049832923385,-1.1763854492900305,0.762572978038927,0.83774037163721,0.4612911717853689,0.7864045569864352,-0.00843721694305832,3
6,6.328667949349457,-0.6917979849074184,2.106831198135472,-0.673208924343502,-1.030642563137961,-1.1024472791796278,-1.3540786525411506,1.1758931171292824,1
7,0.2802310742719869,-1.2895155939257619,-1.838250421578572,0.1247298590530397,0.19184578698244303,-0.06204897854085301,0.4017876671650957,-0.5391250480991923,3
8,-0.4455534844613705,-0.4697490936451223,0.13444539016481502,1.048374761590462,-0.18573744639630727,-0.29968283815577423,-0.08785727574019572,-0.47350707874273196,3
9,-0.5804132576382693,-0.3832470810967893,1.9600349974841031,1.030570402365788,0.46251904486921236,-0.6169033967658367,-0.7810135623281619,-1.0436080954606026,3
10,0.5454135490819058,-1.3089752212749617,-1.955840156532289,0.23666682538718875,0.6624038483496644,0.320999237887901,0.7083014232395737,-0.07575801324683955,3
11,-0.6939307010115534,-0.7981271889242791,1.1113787459832216,0.9699119495225844,-0.547664281701382,0.24798638931105713,0.5673109037583468,0.08280831262575955,3
12,1.9736128237316408,-1.3223322968159614,-0.6478781654114538,0.025892133498766394,-0.30058199108294875,0.15232410260554877,0.4257192541888579,0.11042965566353569,1
13,1.5543103257897846,-0.878937946451249,-0.7667178450790723,0.26048635986496016,0.48574341422780754,-0.2565492057792739,0.244636452373711,-0.9658082348213701,3
14,-1.5910336838659376,0.22095652462203036,0.10932849188069894,1.3067169205254816,-0.061237398691209345,0.05149465953066941,0.3207664305513101,0.04888051672520949,3
15,0.7798451157289114,1.841504009565333,-1.2317543806511295,0.9990459350871311,1.1865707410710888,-0.08887599901784138,-0.38019164496383856,-1.0179796726166894,2
16,-2.1067854439867935,0.9348563246071585,0.5449812185439705,-0.8762669945482278,-0.10486969250627881,2.053401200198559,-0.7149571838753055,-0.43922929465849697,0
17,-0.9709434573503805,-1.5928235500794476,0.8134232921880729,-0.181780429009694,1.1794879705408112,-0.31836795764337955,0.29940621922615734,-0.350557451476263,3
18,0.49720668139796365,-0.09928729957317564,-0.5937411876648498,0.9907098162002148,0.31559870703409837,-0.9207076786596166,-1.2204011714622927,-1.2146553549127401,3
19,0.7998899912157829,0.061125720622447394,-3.1345936489798047,2.294738339480428,2.452933759388391,1.3432385378724474,-1.0437574613205383,2.1731423156932723,3
20,-0.12459646943601503,-0.06088908079178109,-2.560876352519883,2.6161949832092737,2.3497144435490727,1.6787615302922871,-0.6769331808027463,2.954188658414356,3
21,5.497102504445235,1.7427754996337408,-0.006468734176652752,0.9748523063118587,-1.788082073584354,0.7151943247426951,-0.7238636980886868,-0.6781574258693687,1
22,0.4128300022438545,-1.7402935466073393,-0.8152099932706292,-0.5230795853371789,1.0375932794720815,-0.08708967498096869,0.8134485752082081,-0.8955286634909376,3
23,2.7832235362404774,3.696292903649614,0.23505640541414305,-1.3942234628561272,1.1063540379301158,-0.6640135157193855,0.537170210206061,-0.516101311415401,2
24,-1.4333781380212154,1.9110368810723855,-0.14590444792579066,0.9374378408625443,0.004001353388322527,0.4738265880341523,-0.5113765968844295,-0.2258700871231807,2
25,0.1681020508885229,-1.6328840383737497,-1.693320902304013,-0.10480552511617613,0.05026585254136703,-0.19591234625970494,0.49089474239821956,-0.5627612488596256,3
26,-1.447946004523805,0.4166016406059496,-0.020609744642303408,0.6489197051874237,-0.6741054715958466,0.13331799424088397,0.6997130988957383,0.44040338910260063,3
27,-0.04373768023880845,-1.7730863016278522,-1.7473054648996398,-0.17328900492904453,-0.07542925611691942,-0.05585328753328375,0.738964048007803,-0.3333922266895162,3
28,-0.030409657708548702,4.110711029928774,-1.5858787715390434,-0.30353599423766986,-0.49350848713730594,-0.5941254979121278,-0.7226332846004747,-0.5833764543084258,2
29,-0.7711600569738087,-0.8731022286051926,-0.3555008282589519,0.7006327711566461,-0.05780477793451915,-0.48223313235943693,-0.05155801506907709,-0.5706561216122543,3
30,3.7325762323467124,4.29722105905862,-2.4394609184790705,0.6008268211432347,1.3183326814791927,-0.03610060505821805,-1.1570814883136944,-1.7470293898599345,2
31,1.405114388024246,-0.6858225483555754,-1.6904193079535614,-0.22090078478246883,0.041756073449167846,-0.11929565674155754,0.4230767721331011,-0.9985585696852656,3
32,-0.5794340270780959,2.1228312620156524,-0.08025356274349188,1.98239402030432,0.3441968376249577,-0.36232948623736294,-1.342960057689084,-0.48677930732066566,2
